Drug	pt	no_cases	total	prr
doxepin	Acrochordon excision	2	2	1
doxepin	Actinic elastosis	6	15	0.4
doxepin	Actinic keratosis	4	144	0.02777777778
doxepin	Activated partial thromboplastin time prolonged	9	214	0.04205607477
doxepin	Activities of daily living impaired	9	1625	0.005538461538
doxepin	Acute chest syndrome	2	9	0.2222222222
doxepin	Acute coronary syndrome	7	442	0.01583710407
doxepin	Acute generalised exanthematous pustulosis	2	373	0.005361930295
doxepin	Acute hepatic failure	24	610	0.0393442623
doxepin	Acute kidney injury	415	23399	0.01773580068
doxepin	Acute lung injury	11	77	0.1428571429
doxepin	Acute myeloid leukaemia	6	286	0.02097902098
doxepin	Acute myocardial infarction	7	1205	0.005809128631
doxepin	Acute prerenal failure	1	44	0.02272727273
doxepin	Acute psychosis	1	424	0.002358490566
doxepin	Acute respiratory distress syndrome	13	922	0.01409978308
doxepin	Acute respiratory failure	39	1222	0.03191489362
doxepin	Adenocarcinoma gastric	5	102	0.04901960784
doxepin	Adenocarcinoma of colon	1	88	0.01136363636
doxepin	Adenocarcinoma pancreas	1	62	0.01612903226
doxepin	Adenoidal disorder	2	11	0.1818181818
doxepin	Adhesion	1	69	0.01449275362
doxepin	Adjustment disorder	1	243	0.004115226337
doxepin	Adjustment disorder with depressed mood	4	222	0.01801801802
doxepin	Administration site dryness	1	2	0.5
doxepin	Administration site scar	1	5	0.2
doxepin	Adnexa uteri mass	6	25	0.24
doxepin	Adrenal disorder	3	96	0.03125
doxepin	Adrenal insufficiency	4	777	0.005148005148
doxepin	Adverse drug reaction	22	4524	0.004862953139
doxepin	Adverse event	40	3941	0.0101497082
doxepin	Adverse event following immunisation	2	28	0.07142857143
doxepin	Adverse food reaction	1	29	0.03448275862
doxepin	Adverse reaction	6	533	0.01125703565
doxepin	Affective disorder	102	1853	0.05504587156
doxepin	Affect lability	2	6072	0.0003293807642
doxepin	Age-related macular degeneration	3	169	0.01775147929
doxepin	Ageusia	10	1179	0.008481764207
doxepin	Aggression	44	6601	0.006665656719
doxepin	Agitation	33	12595	0.002620087336
doxepin	Agranulocytosis	2	1009	0.001982160555
doxepin	Akathisia	7	3096	0.002260981912
doxepin	Akinesia	7	318	0.02201257862
doxepin	Alanine aminotransferase abnormal	1	300	0.003333333333
doxepin	Alanine aminotransferase decreased	1	74	0.01351351351
doxepin	Alanine aminotransferase increased	5	2960	0.001689189189
doxepin	Albumin globulin ratio decreased	1	17	0.05882352941
doxepin	Albuminuria	13	31	0.4193548387
doxepin	Alcohol abuse	7	504	0.01388888889
doxepin	Alcohol detoxification	2	5	0.4
doxepin	Alcoholic seizure	1	10	0.1
doxepin	Alcoholism	8	560	0.01428571429
doxepin	Alcohol poisoning	1	347	0.00288184438
doxepin	Alcohol use	8	257	0.03112840467
doxepin	Alcohol withdrawal syndrome	1	112	0.008928571429
doxepin	Allergic cough	1	65	0.01538461538
doxepin	Allergic oedema	4	78	0.05128205128
doxepin	Allergic reaction to excipient	1	101	0.009900990099
doxepin	Allergy to animal	5	121	0.04132231405
doxepin	Allergy to plants	5	45	0.1111111111
doxepin	Alopecia	126	13201	0.00954473146
doxepin	Alopecia totalis	1	10	0.1
doxepin	Altered state of consciousness	6	2218	0.002705139766
doxepin	Altered visual depth perception	1	80	0.0125
doxepin	Amenorrhoea	2	610	0.003278688525
doxepin	Amino acid level decreased	2	42	0.04761904762
doxepin	Ammonia abnormal	1	25	0.04
doxepin	Ammonia increased	2	214	0.009345794393
doxepin	Amnesia	63	5868	0.01073619632
doxepin	Amnestic disorder	3	50	0.06
doxepin	Amylase decreased	1	2	0.5
doxepin	Anaemia	72	8359	0.008613470511
doxepin	Anaesthetic complication	1	79	0.01265822785
doxepin	Anal fistula	17	136	0.125
doxepin	Analgesic drug level below therapeutic	1	3	0.3333333333
doxepin	Anal haemorrhage	2	108	0.01851851852
doxepin	Anal incontinence	9	770	0.01168831169
doxepin	Anal pruritus	1	45	0.02222222222
doxepin	Anaphylactic reaction	73	2181	0.03347088492
doxepin	Anaphylactic shock	7	664	0.01054216867
doxepin	Androgens decreased	1	6	0.1666666667
doxepin	Aneurysm	4	234	0.01709401709
doxepin	Anger	20	3376	0.005924170616
doxepin	Angina pectoris	37	1254	0.02950558214
doxepin	Angioedema	47	1702	0.02761457109
doxepin	Angiopathy	3	148	0.02027027027
doxepin	Angiotensin converting enzyme increased	2	5	0.4
doxepin	Angular cheilitis	1	45	0.02222222222
doxepin	Anhedonia	52	2717	0.01913875598
doxepin	Animal bite	1	208	0.004807692308
doxepin	Animal scratch	1	89	0.01123595506
doxepin	Anion gap increased	1	66	0.01515151515
doxepin	Ankle fracture	19	1678	0.01132300358
doxepin	Ankyloglossia congenital	1	55	0.01818181818
doxepin	Ankylosing spondylitis	5	875	0.005714285714
doxepin	Anorectal discomfort	5	74	0.06756756757
doxepin	Anterograde amnesia	2	82	0.0243902439
doxepin	Antibiotic therapy	3	60	0.05
doxepin	Anticholinergic syndrome	9	674	0.01335311573
doxepin	Anticoagulation drug level above therapeutic	1	69	0.01449275362
doxepin	Antidepressant drug level above therapeutic	1	93	0.01075268817
doxepin	Antidepressant drug level decreased	2	13	0.1538461538
doxepin	Antidepressant drug level increased	4	110	0.03636363636
doxepin	Anti-neutrophil cytoplasmic antibody positive vasculitis	2	71	0.02816901408
doxepin	Antinuclear antibody positive	1	131	0.007633587786
doxepin	Antiphospholipid syndrome	1	73	0.01369863014
doxepin	Antipsychotic drug level above therapeutic	5	247	0.02024291498
doxepin	Antisocial behaviour	1	124	0.008064516129
doxepin	Anti-thyroid antibody positive	5	35	0.1428571429
doxepin	Anxiety	313	30085	0.01040385574
doxepin	Anxiety disorder	3	595	0.005042016807
doxepin	Aortic aneurysm	14	315	0.04444444444
doxepin	Aortic arteriosclerosis	4	136	0.02941176471
doxepin	Aortic disorder	1	27	0.03703703704
doxepin	Aortic valve stenosis	2	109	0.01834862385
doxepin	Aortogram abnormal	1	1	1
doxepin	Apathy	13	1606	0.008094645081
doxepin	Aphasia	7	1874	0.003735325507
doxepin	Aphonia	9	696	0.01293103448
doxepin	Aphthous ulcer	2	481	0.004158004158
doxepin	Apnoea	8	596	0.01342281879
doxepin	Apnoea test abnormal	1	5	0.2
doxepin	Apparent death	1	219	0.004566210046
doxepin	Appendicectomy	2	184	0.01086956522
doxepin	Appendicitis	3	340	0.008823529412
doxepin	Appendix disorder	1	47	0.02127659574
doxepin	Appetite disorder	2	441	0.004535147392
doxepin	Application site burn	2	186	0.01075268817
doxepin	Application site discolouration	3	117	0.02564102564
doxepin	Application site erosion	1	38	0.02631578947
doxepin	Application site erythema	4	492	0.008130081301
doxepin	Application site exfoliation	1	23	0.04347826087
doxepin	Application site irritation	1	80	0.0125
doxepin	Application site odour	1	2	0.5
doxepin	Application site pain	8	209	0.03827751196
doxepin	Application site reaction	1	36	0.02777777778
doxepin	Aptyalism	2	95	0.02105263158
doxepin	Arachnoiditis	2	29	0.06896551724
doxepin	Arrhythmia	38	2306	0.01647875108
doxepin	Arterial occlusive disease	2	286	0.006993006993
doxepin	Arteriosclerosis	6	395	0.01518987342
doxepin	Arteriosclerosis coronary artery	1	585	0.001709401709
doxepin	Arteriospasm coronary	1	91	0.01098901099
doxepin	Arteriovenous fistula	1	11	0.09090909091
doxepin	Arteriovenous fistula occlusion	1	3	0.3333333333
doxepin	Arteriovenous fistula thrombosis	1	6	0.1666666667
doxepin	Arthralgia	203	19575	0.01037037037
doxepin	Arthritis	52	3709	0.01401995147
doxepin	Arthritis infective	4	186	0.02150537634
doxepin	Arthropathy	33	2120	0.01556603774
doxepin	Arthropod bite	7	341	0.02052785924
doxepin	Arthroscopy	1	28	0.03571428571
doxepin	Ascites	4	464	0.008620689655
doxepin	Aspartate aminotransferase decreased	1	21	0.04761904762
doxepin	Aspartate aminotransferase increased	15	380	0.03947368421
doxepin	Aspergilloma	1	5	0.2
doxepin	Aspergillus infection	1	78	0.01282051282
doxepin	Aspiration	6	901	0.006659267481
doxepin	Asthenia	185	15885	0.01164620711
doxepin	Asthenopia	3	221	0.01357466063
doxepin	Asthma	108	6690	0.01614349776
doxepin	Ataxia	14	606	0.02310231023
doxepin	Atelectasis	4	238	0.01680672269
doxepin	Atonic urinary bladder	1	6	0.1666666667
doxepin	Atrial fibrillation	31	3425	0.009051094891
doxepin	Atrial tachycardia	1	63	0.01587301587
doxepin	Atrial thrombosis	2	20	0.1
doxepin	Atrioventricular block	1	315	0.003174603175
doxepin	Atrioventricular block first degree	3	341	0.008797653959
doxepin	Attention deficit hyperactivity disorder	2	104	0.01923076923
doxepin	Attention deficit/hyperactivity disorder	3	390	0.007692307692
doxepin	Atypical femur fracture	1	90	0.01111111111
doxepin	Atypical mycobacterial infection	1	5	0.2
doxepin	Atypical pneumonia	2	169	0.01183431953
doxepin	Auditory disorder	1	49	0.02040816327
doxepin	Autism spectrum disorder	1	254	0.003937007874
doxepin	Autoimmune disorder	1	351	0.002849002849
doxepin	Autoimmune hepatitis	3	252	0.0119047619
doxepin	Autoimmune thyroiditis	5	237	0.02109704641
doxepin	Autonomic nervous system imbalance	30	376	0.07978723404
doxepin	Autonomic neuropathy	4	66	0.06060606061
doxepin	Azotaemia	3	50	0.06
doxepin	Back disorder	25	1055	0.02369668246
doxepin	Back injury	9	648	0.01388888889
doxepin	Back pain	95	8125	0.01169230769
doxepin	Bacteraemia	6	318	0.01886792453
doxepin	Bacterial infection	14	488	0.02868852459
doxepin	Bacterial test	1	9	0.1111111111
doxepin	Bacterial test positive	2	88	0.02272727273
doxepin	Balance disorder	70	7162	0.009773806199
doxepin	Balanoposthitis	1	17	0.05882352941
doxepin	Barrett's oesophagus	7	129	0.05426356589
doxepin	Basal cell carcinoma	4	619	0.006462035541
doxepin	Basophil count increased	1	23	0.04347826087
doxepin	Bedridden	6	586	0.01023890785
doxepin	Bell's palsy	1	33	0.0303030303
doxepin	Benign breast neoplasm	1	32	0.03125
doxepin	Benign prostatic hyperplasia	4	200	0.02
doxepin	Bickerstaff's encephalitis	1	3	0.3333333333
doxepin	Bile duct obstruction	2	94	0.02127659574
doxepin	Biliary tract disorder	1	21	0.04761904762
doxepin	Biliary tract infection	1	8	0.125
doxepin	Binge eating	1	149	0.006711409396
doxepin	Biopsy bone marrow abnormal	1	7	0.1428571429
doxepin	Biopsy pharynx	1	1	1
doxepin	Bipolar disorder	4	1272	0.003144654088
doxepin	Bipolar I disorder	1	263	0.003802281369
doxepin	Bipolar II disorder	1	122	0.008196721311
doxepin	Bladder cancer	25	253	0.09881422925
doxepin	Bladder cancer recurrent	1	18	0.05555555556
doxepin	Bladder cyst	4	13	0.3076923077
doxepin	Bladder dilatation	8	101	0.07920792079
doxepin	Bladder discomfort	1	56	0.01785714286
doxepin	Bladder disorder	10	512	0.01953125
doxepin	Bladder dysfunction	1	27	0.03703703704
doxepin	Bladder mass	2	13	0.1538461538
doxepin	Bladder operation	1	56	0.01785714286
doxepin	Bladder pain	1	141	0.007092198582
doxepin	Bladder spasm	8	97	0.0824742268
doxepin	Blastocystis infection	1	3	0.3333333333
doxepin	Blepharitis	2	72	0.02777777778
doxepin	Blepharospasm	1	314	0.003184713376
doxepin	Blindness	7	974	0.007186858316
doxepin	Blindness transient	1	205	0.00487804878
doxepin	Blindness unilateral	7	419	0.01670644391
doxepin	Blister	35	1764	0.01984126984
doxepin	Blister rupture	2	9	0.2222222222
doxepin	Blood albumin decreased	1	85	0.01176470588
doxepin	Blood alkaline phosphatase increased	8	336	0.02380952381
doxepin	Blood bilirubin increased	3	482	0.00622406639
doxepin	Blood calcium decreased	4	682	0.005865102639
doxepin	Blood calcium increased	1	173	0.005780346821
doxepin	Blood cholesterol decreased	3	38	0.07894736842
doxepin	Blood cholesterol increased	23	1843	0.01247965274
doxepin	Blood citric acid decreased	2	6	0.3333333333
doxepin	Blood count abnormal	3	649	0.004622496148
doxepin	Blood creatine phosphokinase increased	3	1404	0.002136752137
doxepin	Blood creatinine decreased	1	67	0.01492537313
doxepin	Blood creatinine increased	25	1595	0.01567398119
doxepin	Blood disorder	4	224	0.01785714286
doxepin	Blood electrolytes decreased	1	36	0.02777777778
doxepin	Blood ethanol increased	5	18	0.2777777778
doxepin	Blood glucose abnormal	7	462	0.01515151515
doxepin	Blood glucose decreased	5	923	0.005417118093
doxepin	Blood glucose fluctuation	1	299	0.003344481605
doxepin	Blood glucose increased	28	2803	0.009989297182
doxepin	Blood immunoglobulin A decreased	1	17	0.05882352941
doxepin	Blood immunoglobulin E increased	1	50	0.02
doxepin	Blood immunoglobulin G decreased	2	55	0.03636363636
doxepin	Blood immunoglobulin G increased	3	47	0.06382978723
doxepin	Blood iron decreased	1	384	0.002604166667
doxepin	Blood iron increased	1	25	0.04
doxepin	Blood lactate dehydrogenase abnormal	1	4	0.25
doxepin	Blood loss anaemia	2	157	0.0127388535
doxepin	Blood magnesium abnormal	1	11	0.09090909091
doxepin	Blood magnesium decreased	2	379	0.005277044855
doxepin	Blood mercury abnormal	2	4	0.5
doxepin	Blood phosphorus decreased	1	68	0.01470588235
doxepin	Blood phosphorus increased	2	24	0.08333333333
doxepin	Blood potassium abnormal	1	72	0.01388888889
doxepin	Blood potassium decreased	4	916	0.004366812227
doxepin	Blood potassium increased	4	437	0.009153318078
doxepin	Blood pressure abnormal	6	771	0.007782101167
doxepin	Blood pressure decreased	23	1841	0.01249321021
doxepin	Blood pressure diastolic decreased	3	300	0.01
doxepin	Blood pressure fluctuation	9	1371	0.006564551422
doxepin	Blood pressure inadequately controlled	1	79	0.01265822785
doxepin	Blood pressure increased	107	6102	0.01753523435
doxepin	Blood pressure systolic increased	37	515	0.07184466019
doxepin	Blood sodium decreased	3	568	0.005281690141
doxepin	Blood test abnormal	34	335	0.1014925373
doxepin	Blood testosterone decreased	1	227	0.004405286344
doxepin	Blood thyroid stimulating hormone	1	3	0.3333333333
doxepin	Blood thyroid stimulating hormone decreased	1	90	0.01111111111
doxepin	Blood triglycerides decreased	1	4	0.25
doxepin	Blood triglycerides increased	4	291	0.01374570447
doxepin	Blood uric acid increased	2	88	0.02272727273
doxepin	Blood urine present	6	496	0.01209677419
doxepin	B-lymphocyte count increased	4	16	0.25
doxepin	Body height decreased	3	633	0.004739336493
doxepin	Body mass index increased	3	75	0.04
doxepin	Body temperature decreased	4	196	0.02040816327
doxepin	Body temperature fluctuation	2	73	0.02739726027
doxepin	Body temperature increased	12	665	0.01804511278
doxepin	Body tinea	1	90	0.01111111111
doxepin	Bone demineralisation	1	25	0.04
doxepin	Bone density abnormal	9	49	0.1836734694
doxepin	Bone density decreased	3	257	0.01167315175
doxepin	Bone disorder	3	336	0.008928571429
doxepin	Bone erosion	1	40	0.025
doxepin	Bone marrow disorder	1	49	0.02040816327
doxepin	Bone marrow failure	1	302	0.003311258278
doxepin	Bone neoplasm	1	28	0.03571428571
doxepin	Bone pain	6	848	0.007075471698
doxepin	Borderline personality disorder	1	101	0.009900990099
doxepin	Bowel movement irregularity	6	183	0.03278688525
doxepin	Bradycardia	45	3517	0.01279499574
doxepin	Bradyphrenia	3	920	0.003260869565
doxepin	Brain contusion	2	49	0.04081632653
doxepin	Brain death	4	205	0.01951219512
doxepin	Brain hypoxia	1	51	0.01960784314
doxepin	Brain injury	10	609	0.01642036125
doxepin	Brain natriuretic peptide increased	4	28	0.1428571429
doxepin	Brain neoplasm	2	248	0.008064516129
doxepin	Brain oedema	50	393	0.1272264631
doxepin	Brain stem stroke	2	22	0.09090909091
doxepin	Breast abscess	1	51	0.01960784314
doxepin	Breast cancer	27	1699	0.015891701
doxepin	Breast cancer female	1	243	0.004115226337
doxepin	Breast cancer metastatic	3	190	0.01578947368
doxepin	Breast cancer recurrent	2	56	0.03571428571
doxepin	Breast cancer stage III	1	40	0.025
doxepin	Breast discomfort	1	46	0.02173913043
doxepin	Breast disorder	2	131	0.01526717557
doxepin	Breast enlargement	2	134	0.01492537313
doxepin	Breast pain	2	330	0.006060606061
doxepin	Breast swelling	1	45	0.02222222222
doxepin	Bronchial hyperreactivity	10	63	0.1587301587
doxepin	Bronchiectasis	3	308	0.00974025974
doxepin	Bronchitis	54	3621	0.01491300746
doxepin	Bronchitis chronic	3	105	0.02857142857
doxepin	Bronchospasm	7	328	0.02134146341
doxepin	Brugada syndrome	23	204	0.112745098
doxepin	Bruxism	3	955	0.003141361257
doxepin	Bundle branch block left	7	224	0.03125
doxepin	Bundle branch block right	7	237	0.02953586498
doxepin	Burkitt's lymphoma	2	4	0.5
doxepin	Burning sensation	51	2609	0.01954771943
doxepin	Burn oral cavity	1	27	0.03703703704
doxepin	Burns second degree	1	31	0.03225806452
doxepin	Bursitis	4	488	0.008196721311
doxepin	Buttock injury	3	18	0.1666666667
doxepin	Caesarean section	3	383	0.007832898172
doxepin	Calciphylaxis	1	15	0.06666666667
doxepin	Calcium ionised increased	1	2	0.5
doxepin	Cancer surgery	1	28	0.03571428571
doxepin	Candida infection	6	589	0.01018675722
doxepin	Candida sepsis	1	8	0.125
doxepin	Carbuncle	1	5	0.2
doxepin	Cardiac aneurysm	11	39	0.2820512821
doxepin	Cardiac arrest	110	4297	0.02559925529
doxepin	Cardiac discomfort	3	74	0.04054054054
